idUser,nameUser,snameUser,age,totalSpent,emailUser,phoneNumb,gender,fk_user_to_role,History,registerDate
2685,Robert,Taylor,23,1705.8,RobertTaylor6gmail.com,(+380)-86-747-3645,1,2,The registered user made  6 sales for last 6 month. Total price: 1705.8 ? ,5/2/2003
2686,Jacob,Hicks,81,3599.7,JacobHicks1gmail.com,(+380)-93-555-2832,1,3,The unregistered user made sales for price: 3599.7 ? ,1/6/2014
2687,Benjamin,Foster,54,7573.6,BenjaminFoster5gmail.com,(+380)-82-299-4131,1,2,The registered user made  6 sales for last 11 month. Total price: 7573.6 ? ,5/14/2007
2688,Jeffry,Stephens,75,4289.2,JeffryStephens2gmail.com,(+380)-24-525-7684,0,3,The unregistered user made sales for price: 4289.2 ? ,10/3/2017
2689,Mark,Richard,70,7394.5,MarkRichard2gmail.com,(+380)-33-421-4178,1,3,The unregistered user made sales for price: 7394.5 ? ,4/21/2002
2690,Michael,Webster,60,8584.4,MichaelWebster1gmail.com,(+380)-34-633-8692,0,2,The registered user made  3 sales for last 2 month. Total price: 8584.4 ? ,12/15/2002
2691,Joseph,Andrews,36,6356.6,JosephAndrews3gmail.com,(+380)-45-689-6499,1,3,The unregistered user made sales for price: 6356.6 ? ,11/17/2005
2692,Hector,Gaines,16,8349.3,HectorGaines1gmail.com,(+380)-93-339-9194,1,2,The registered user made  6 sales for last 2 month. Total price: 8349.3 ? ,5/1/2004
2693,Stephen,Shields,93,8993.1,StephenShields4gmail.com,(+380)-63-941-4557,0,3,The unregistered user made sales for price: 8993.1 ? ,11/1/2018
2694,Abraham,Norman,94,1345.9,AbrahamNorman1gmail.com,(+380)-46-112-2295,1,3,The unregistered user made sales for price: 1345.9 ? ,6/17/2001
2695,Simon,Jones,36,5256.7,SimonJones9gmail.com,(+380)-29-827-6282,1,3,The unregistered user made sales for price: 5256.7 ? ,1/11/2011
2696,Edward,Patrick,86,1285.8,EdwardPatrick5gmail.com,(+380)-89-542-7125,1,2,The registered user made  3 sales for last 12 month. Total price: 1285.8 ? ,10/26/2006
2697,Michael,Heath,85,4128.3,MichaelHeath1gmail.com,(+380)-31-979-9736,0,3,The unregistered user made sales for price: 4128.3 ? ,2/18/2000
2698,Mervin,Fox,54,3036.6,MervinFox8gmail.com,(+380)-99-248-4632,0,3,The unregistered user made sales for price: 3036.6 ? ,8/16/2020
2699,Austin,Boyd,59,2308.7,AustinBoyd4gmail.com,(+380)-16-588-1329,1,3,The unregistered user made sales for price: 2308.7 ? ,10/23/2004
2700,Richard,Eaton,81,7002.8,RichardEaton9gmail.com,(+380)-28-615-6514,1,3,The unregistered user made sales for price: 7002.8 ? ,9/12/2018
2701,Joseph,Dalton,56,7255.7,JosephDalton1gmail.com,(+380)-49-673-8125,0,2,The registered user made  8 sales for last 5 month. Total price: 7255.7 ? ,12/27/2020
2702,Edward,Snow,53,8910.7,EdwardSnow3gmail.com,(+380)-37-799-3725,1,3,The unregistered user made sales for price: 8910.7 ? ,11/5/2018
2703,Paul,Parrish,14,2794.8,PaulParrish2gmail.com,(+380)-12-754-5888,1,2,The registered user made  4 sales for last 10 month. Total price: 2794.8 ? ,4/1/2006
2704,John,Hines,64,6799.3,JohnHines5gmail.com,(+380)-54-911-3377,0,3,The unregistered user made sales for price: 6799.3 ? ,4/13/2010
2705,Peter,McLaughlin,92,5344.1,PeterMcLaughlin9gmail.com,(+380)-61-798-6296,0,2,The registered user made  0 sales for last 11 month. Total price: 5344.1 ? ,4/23/2011
2706,Matthew,Stewart,90,7247.2,MatthewStewart1gmail.com,(+380)-71-612-6984,0,3,The unregistered user made sales for price: 7247.2 ? ,6/6/2003
2707,Hubert,Tate,22,6679.8,HubertTate9gmail.com,(+380)-76-648-1514,0,3,The unregistered user made sales for price: 6679.8 ? ,9/2/2004
2708,Simon,Bradley,59,4874.5,SimonBradley8gmail.com,(+380)-73-138-2991,0,3,The unregistered user made sales for price: 4874.5 ? ,5/7/2002
2709,Frank,Francis,84,1443.2,FrankFrancis6gmail.com,(+380)-62-447-8368,0,3,The unregistered user made sales for price: 1443.2 ? ,2/24/2014
2710,Joseph,Morris,76,7683.7,JosephMorris7gmail.com,(+380)-34-548-5334,1,3,The unregistered user made sales for price: 7683.7 ? ,2/20/2009
2711,Luke,McCarthy,82,9311.2,LukeMcCarthy6gmail.com,(+380)-25-551-4391,1,3,The unregistered user made sales for price: 9311.2 ? ,3/4/2013
2712,Robert,Jennings,56,1758.3,RobertJennings5gmail.com,(+380)-89-352-5938,1,3,The unregistered user made sales for price: 1758.3 ? ,10/23/2010
2713,Anthony,Farmer,74,9060.9,AnthonyFarmer5gmail.com,(+380)-85-338-1182,1,3,The unregistered user made sales for price: 9060.9 ? ,12/5/2017
2714,Jack,Cummings,76,4462.2,JackCummings9gmail.com,(+380)-35-349-9741,1,2,The registered user made  1 sales for last 6 month. Total price: 4462.2 ? ,6/16/2015
2715,Sherman,Hamilton,43,9492.9,ShermanHamilton1gmail.com,(+380)-78-565-7285,1,3,The unregistered user made sales for price: 9492.9 ? ,1/21/2002
2716,Henry,McCormick,64,4350.4,HenryMcCormick6gmail.com,(+380)-22-859-2137,1,2,The registered user made  8 sales for last 2 month. Total price: 4350.4 ? ,3/1/2018
2717,Paul,Potter,82,7972.5,PaulPotter3gmail.com,(+380)-44-372-3437,1,2,The registered user made  10 sales for last 2 month. Total price: 7972.5 ? ,12/27/2018
2718,Neil,Clarke,59,8022.6,NeilClarke1gmail.com,(+380)-83-245-7251,0,2,The registered user made  6 sales for last 11 month. Total price: 8022.6 ? ,7/10/2012
2719,Peter,Bruce,21,2027.2,PeterBruce3gmail.com,(+380)-91-851-8313,0,3,The unregistered user made sales for price: 2027.2 ? ,4/25/2005
2720,Jacob,McBride,50,3511.6,JacobMcBride7gmail.com,(+380)-36-948-3165,1,3,The unregistered user made sales for price: 3511.6 ? ,5/8/2000
2721,Christopher,Robinson,68,8833.4,ChristopherRobinson4gmail.com,(+380)-69-794-8832,1,2,The registered user made  2 sales for last 5 month. Total price: 8833.4 ? ,7/15/2000
2722,David,Nicholson,17,5810.2,DavidNicholson3gmail.com,(+380)-67-615-3718,0,3,The unregistered user made sales for price: 5810.2 ? ,1/4/2009
2723,Jonah,Stokes,32,840.3,JonahStokes2gmail.com,(+380)-72-349-5769,1,3,The unregistered user made sales for price: 840.3 ? ,1/8/2013
2724,Dominick,Butler,89,1346.7,DominickButler8gmail.com,(+380)-37-898-5444,0,2,The registered user made  8 sales for last 11 month. Total price: 1346.7 ? ,10/15/2014
2725,Peter,Boone,63,9161.9,PeterBoone1gmail.com,(+380)-33-549-3619,0,2,The registered user made  2 sales for last 4 month. Total price: 9161.9 ? ,10/23/2018
2726,Joshua,Goodwin,86,9036.4,JoshuaGoodwin1gmail.com,(+380)-82-819-4997,0,2,The registered user made  0 sales for last 3 month. Total price: 9036.4 ? ,4/15/2012
2727,Edward,Gilmore,35,2739.4,EdwardGilmore6gmail.com,(+380)-71-577-1713,1,2,The registered user made  10 sales for last 6 month. Total price: 2739.4 ? ,2/16/2000
2728,Peter,Wells,82,6198.3,PeterWells3gmail.com,(+380)-29-783-5475,0,3,The unregistered user made sales for price: 6198.3 ? ,5/16/2017
2729,Kenneth,Booth,29,1882.5,KennethBooth5gmail.com,(+380)-22-882-7557,0,2,The registered user made  6 sales for last 11 month. Total price: 1882.5 ? ,8/21/2010
2730,Barnaby,Gallagher,50,7776.1,BarnabyGallagher3gmail.com,(+380)-29-256-8272,1,2,The registered user made  7 sales for last 3 month. Total price: 7776.1 ? ,11/4/2013
2731,Christopher,Neal,72,2134.3,ChristopherNeal4gmail.com,(+380)-22-934-1371,0,2,The registered user made  1 sales for last 6 month. Total price: 2134.3 ? ,6/23/2007
2732,Arron,Johnson,44,1462.9,ArronJohnson2gmail.com,(+380)-91-752-7125,1,2,The registered user made  1 sales for last 12 month. Total price: 1462.9 ? ,5/22/2001
2733,David,Walton,79,5763.6,DavidWalton3gmail.com,(+380)-55-522-9439,0,2,The registered user made  1 sales for last 2 month. Total price: 5763.6 ? ,11/18/2014
2734,Derek,Ray,35,1779.9,DerekRay5gmail.com,(+380)-24-793-3231,0,3,The unregistered user made sales for price: 1779.9 ? ,10/1/2020
2735,Charles,Allen,64,2558.9,CharlesAllen2gmail.com,(+380)-47-633-3263,1,2,The registered user made  2 sales for last 6 month. Total price: 2558.9 ? ,12/15/2000
2736,Myles,Joseph,62,3882.4,MylesJoseph7gmail.com,(+380)-55-171-9871,1,2,The registered user made  4 sales for last 6 month. Total price: 3882.4 ? ,3/12/2008
2737,Anthony,Wheeler,73,4087.7,AnthonyWheeler3gmail.com,(+380)-58-629-9949,1,3,The unregistered user made sales for price: 4087.7 ? ,7/17/2010
2738,Robert,Baker,53,4849.2,RobertBaker8gmail.com,(+380)-25-762-9775,0,2,The registered user made  1 sales for last 12 month. Total price: 4849.2 ? ,2/9/2020
2739,Christopher,Hampton,35,8739.1,ChristopherHampton3gmail.com,(+380)-57-738-1236,0,2,The registered user made  3 sales for last 11 month. Total price: 8739.1 ? ,4/26/2009
2740,Samuel,Douglas,34,4485.4,SamuelDouglas8gmail.com,(+380)-34-972-3624,1,3,The unregistered user made sales for price: 4485.4 ? ,9/6/2008
2741,Silvester,Thornton,87,2050.9,SilvesterThornton1gmail.com,(+380)-21-339-3158,0,2,The registered user made  5 sales for last 6 month. Total price: 2050.9 ? ,5/24/2019
2742,Howard,Thompson,81,1393.3,HowardThompson5gmail.com,(+380)-61-643-9653,1,2,The registered user made  8 sales for last 8 month. Total price: 1393.3 ? ,2/5/2017
2743,Christopher,Harris,86,2181.9,ChristopherHarris4gmail.com,(+380)-69-987-3475,0,2,The registered user made  0 sales for last 10 month. Total price: 2181.9 ? ,8/16/2007
2744,Nickolas,Maxwell,51,6619.9,NickolasMaxwell6gmail.com,(+380)-13-691-2536,1,3,The unregistered user made sales for price: 6619.9 ? ,6/15/2020
2745,Richard,Waters,55,2172.7,RichardWaters1gmail.com,(+380)-91-582-6358,1,2,The registered user made  6 sales for last 10 month. Total price: 2172.7 ? ,2/22/2006
2746,Oliver,Hood,76,8361.1,OliverHood4gmail.com,(+380)-47-237-9889,0,2,The registered user made  3 sales for last 11 month. Total price: 8361.1 ? ,3/10/2011
2747,David,Martin,81,9236.2,DavidMartin9gmail.com,(+380)-56-977-1358,1,2,The registered user made  10 sales for last 11 month. Total price: 9236.2 ? ,4/12/2006
2748,Prosper,Green,52,6315.1,ProsperGreen4gmail.com,(+380)-67-488-4951,1,3,The unregistered user made sales for price: 6315.1 ? ,6/20/2005
2749,John,Charles,33,4463.9,JohnCharles7gmail.com,(+380)-74-267-3768,1,3,The unregistered user made sales for price: 4463.9 ? ,6/6/2017
2750,Julius,Skinner,27,7263.4,JuliusSkinner8gmail.com,(+380)-68-162-1853,1,2,The registered user made  5 sales for last 1 month. Total price: 7263.4 ? ,2/28/2009
2751,Elvin,Bradford,88,3575.1,ElvinBradford1gmail.com,(+380)-46-984-5325,0,3,The unregistered user made sales for price: 3575.1 ? ,6/16/2001
2752,Justin,Bryan,46,4126.1,JustinBryan2gmail.com,(+380)-64-995-2331,0,2,The registered user made  10 sales for last 7 month. Total price: 4126.1 ? ,8/8/2011
2753,Duane,Johnston,52,4775.2,DuaneJohnston5gmail.com,(+380)-11-361-1497,0,2,The registered user made  2 sales for last 1 month. Total price: 4775.2 ? ,11/10/2009
2754,Rafe,Shaw,32,3304.8,RafeShaw3gmail.com,(+380)-69-658-5244,0,2,The registered user made  9 sales for last 3 month. Total price: 3304.8 ? ,12/25/2011
2755,Brian,Miles,89,7038.4,BrianMiles9gmail.com,(+380)-67-279-9719,0,2,The registered user made  2 sales for last 6 month. Total price: 7038.4 ? ,5/10/2001
2756,Paul,Hardy,68,768.8,PaulHardy9gmail.com,(+380)-41-751-4586,0,2,The registered user made  4 sales for last 4 month. Total price: 768.8 ? ,9/9/2003
2757,Stanley,Marsh,32,827.3,StanleyMarsh1gmail.com,(+380)-12-931-2341,1,3,The unregistered user made sales for price: 827.3 ? ,4/1/2020
2758,John,Malone,64,5765.3,JohnMalone3gmail.com,(+380)-46-367-6387,0,3,The unregistered user made sales for price: 5765.3 ? ,9/21/2011
2759,Christopher,Holland,58,7700.8,ChristopherHolland9gmail.com,(+380)-95-234-8969,1,3,The unregistered user made sales for price: 7700.8 ? ,7/13/2011
2760,Brian,Austin,48,6744.2,BrianAustin8gmail.com,(+380)-87-768-5186,1,2,The registered user made  2 sales for last 11 month. Total price: 6744.2 ? ,3/20/2002
2761,Morgan,Griffin,65,2406.7,MorganGriffin8gmail.com,(+380)-93-444-8495,1,2,The registered user made  0 sales for last 2 month. Total price: 2406.7 ? ,9/8/2003
2762,Nickolas,Shields,38,4632.9,NickolasShields1gmail.com,(+380)-15-958-9855,0,3,The unregistered user made sales for price: 4632.9 ? ,5/9/2002
2763,Henry,Barrett,16,5875.9,HenryBarrett2gmail.com,(+380)-14-584-7632,0,2,The registered user made  4 sales for last 1 month. Total price: 5875.9 ? ,7/16/2005
2764,Howard,Chase,84,8516.1,HowardChase2gmail.com,(+380)-25-911-9357,0,3,The unregistered user made sales for price: 8516.1 ? ,11/12/2000
2765,Robert,Barker,71,6644.6,RobertBarker2gmail.com,(+380)-37-992-9838,1,3,The unregistered user made sales for price: 6644.6 ? ,7/21/2017
2766,Ross,Hill,79,485.5,RossHill2gmail.com,(+380)-17-192-8439,0,2,The registered user made  7 sales for last 7 month. Total price: 485.5 ? ,1/27/2009
2767,Anthony,Waters,26,2142.3,AnthonyWaters7gmail.com,(+380)-22-275-5462,1,2,The registered user made  0 sales for last 8 month. Total price: 2142.3 ? ,2/16/2006
2768,Donald,Richardson,20,8385.5,DonaldRichardson6gmail.com,(+380)-64-367-7582,1,2,The registered user made  3 sales for last 5 month. Total price: 8385.5 ? ,2/3/2018
2769,William,Gordon,95,5601.1,WilliamGordon3gmail.com,(+380)-35-219-7579,0,2,The registered user made  3 sales for last 6 month. Total price: 5601.1 ? ,8/28/2002
2770,Roland,Charles,86,5100.8,RolandCharles9gmail.com,(+380)-62-882-7921,0,3,The unregistered user made sales for price: 5100.8 ? ,5/7/2007
2771,Solomon,Strickland,63,9336.5,SolomonStrickland9gmail.com,(+380)-14-582-4861,1,3,The unregistered user made sales for price: 9336.5 ? ,2/10/2001
2772,John,Dennis,35,6835.3,JohnDennis8gmail.com,(+380)-52-374-3456,0,3,The unregistered user made sales for price: 6835.3 ? ,1/26/2012
2773,William,Burns,23,7817.4,WilliamBurns4gmail.com,(+380)-63-259-8268,1,2,The registered user made  1 sales for last 3 month. Total price: 7817.4 ? ,6/16/2003
2774,Peter,Anthony,18,5054.5,PeterAnthony5gmail.com,(+380)-54-238-1993,1,3,The unregistered user made sales for price: 5054.5 ? ,6/18/2013
2775,Paul,James,38,1303.9,PaulJames9gmail.com,(+380)-53-712-8919,0,2,The registered user made  0 sales for last 3 month. Total price: 1303.9 ? ,11/12/2013
2776,Robert,Day,89,8504.1,RobertDay7gmail.com,(+380)-12-817-4817,1,2,The registered user made  8 sales for last 11 month. Total price: 8504.1 ? ,11/3/2000
2777,Daniel,Craig,14,3669.2,DanielCraig5gmail.com,(+380)-73-514-4138,0,3,The unregistered user made sales for price: 3669.2 ? ,12/21/2020
2778,Lewis,Blake,35,6034.5,LewisBlake5gmail.com,(+380)-43-366-1428,0,3,The unregistered user made sales for price: 6034.5 ? ,7/15/2006
2779,Barnaby,Hall,27,9050.5,BarnabyHall6gmail.com,(+380)-32-451-4268,0,3,The unregistered user made sales for price: 9050.5 ? ,3/1/2017
2780,Charles,Armstrong,43,7026.6,CharlesArmstrong5gmail.com,(+380)-68-167-6976,1,3,The unregistered user made sales for price: 7026.6 ? ,9/12/2014
2781,Pierce,Nash,62,8956.6,PierceNash1gmail.com,(+380)-89-531-8887,0,3,The unregistered user made sales for price: 8956.6 ? ,3/19/2000
2782,Nicholas,Kennedy,89,3667.4,NicholasKennedy5gmail.com,(+380)-25-548-9923,1,3,The unregistered user made sales for price: 3667.4 ? ,6/11/2006
2783,Laurence,Fox,19,7138.6,LaurenceFox8gmail.com,(+380)-87-862-9799,1,2,The registered user made  9 sales for last 4 month. Total price: 7138.6 ? ,9/25/2000
2784,Robert,Norman,82,3729.6,RobertNorman8gmail.com,(+380)-52-937-4986,1,2,The registered user made  1 sales for last 10 month. Total price: 3729.6 ? ,10/27/2015
2785,Anthony,Park,66,6344.6,AnthonyPark5gmail.com,(+380)-81-495-9612,1,3,The unregistered user made sales for price: 6344.6 ? ,8/20/2010
2786,Ethan,Holt,88,4411.6,EthanHolt8gmail.com,(+380)-52-153-9547,0,3,The unregistered user made sales for price: 4411.6 ? ,2/17/2020
2787,Robert,Pierce,14,1806.6,RobertPierce9gmail.com,(+380)-58-778-5978,1,3,The unregistered user made sales for price: 1806.6 ? ,4/18/2002
2788,Aron,Nicholson,52,6473.2,AronNicholson3gmail.com,(+380)-98-615-7998,1,3,The unregistered user made sales for price: 6473.2 ? ,10/21/2015
2789,Matthew,Nichols,37,3389.3,MatthewNichols2gmail.com,(+380)-48-275-7534,0,2,The registered user made  10 sales for last 4 month. Total price: 3389.3 ? ,12/2/2012
2790,James,Barton,29,8755.3,JamesBarton4gmail.com,(+380)-18-556-5848,0,2,The registered user made  10 sales for last 2 month. Total price: 8755.3 ? ,8/3/2004
2791,Peter,Neal,30,7068.4,PeterNeal1gmail.com,(+380)-56-865-9927,1,2,The registered user made  7 sales for last 7 month. Total price: 7068.4 ? ,6/7/2013
2792,Morgan,Clark,90,1040.4,MorganClark3gmail.com,(+380)-97-611-6756,1,2,The registered user made  2 sales for last 7 month. Total price: 1040.4 ? ,12/1/2008
2793,Nicholas,Bates,88,9170.6,NicholasBates5gmail.com,(+380)-25-173-4225,0,2,The registered user made  10 sales for last 12 month. Total price: 9170.6 ? ,10/6/2019
2794,Adam,Booker,41,767.3,AdamBooker6gmail.com,(+380)-22-437-5427,1,2,The registered user made  3 sales for last 4 month. Total price: 767.3 ? ,8/11/2000
2795,Cameron,McCarthy,91,1371.3,CameronMcCarthy6gmail.com,(+380)-58-558-6636,0,3,The unregistered user made sales for price: 1371.3 ? ,4/25/2003
2796,Jacob,Ross,16,7410.7,JacobRoss7gmail.com,(+380)-56-754-1265,0,2,The registered user made  10 sales for last 7 month. Total price: 7410.7 ? ,10/11/2013
2797,Rolf,Foster,93,4454.4,RolfFoster4gmail.com,(+380)-97-623-6214,1,2,The registered user made  3 sales for last 12 month. Total price: 4454.4 ? ,5/27/2019
2798,Griffin,Henry,31,729.6,GriffinHenry1gmail.com,(+380)-45-782-7835,0,3,The unregistered user made sales for price: 729.6 ? ,9/13/2001
2799,Domenic,Lawrence,70,4237.5,DomenicLawrence4gmail.com,(+380)-56-575-2965,0,2,The registered user made  3 sales for last 4 month. Total price: 4237.5 ? ,6/13/2006
