idUser,nameUser,snameUser,age,totalSpent,emailUser,phoneNumb,gender,fk_user_to_role,History,registerDate
23,Aureliana,Davydova,52,6677,AurelianaDavydovagmail.com,3.80183E+11,1,2,The registered user made  1 sales for last 1 month. Total price: 6677 ? ,2020-02-13
24,Margerita,Lermontova,44,968,MargeritaLermontovagmail.com,3.80172E+11,1,3,The unregistered user made sales for price: 968 ? ,2006-04-08
25,Violetta,Eropkina,68,7931,ViolettaEropkinagmail.com,3.80573E+11,1,3,The unregistered user made sales for price: 7931 ? ,2005-11-04
26,Barbara,Sukovkina,57,2298,BarbaraSukovkinagmail.com,3.80628E+11,0,2,The registered user made  5 sales for last 5 month. Total price: 2298 ? ,2012-12-21
27,Lorencza,Shubina,86,5825,LorenczaShubinagmail.com,3.80622E+11,1,3,The unregistered user made sales for price: 5825 ? ,2009-03-03
28,Mikela,Kartashevskaya,18,6984,MikelaKartashevskayagmail.com,3.80254E+11,0,2,The registered user made  5 sales for last 2 month. Total price: 6984 ? ,2016-09-16
29,Mariya,Loganova,30,6800,MariyaLoganovagmail.com,3.80547E+11,1,3,The unregistered user made sales for price: 6800 ? ,2014-04-09
30,Andzhela,Akulova,44,944,AndzhelaAkulovagmail.com,3.80175E+11,0,2,The registered user made  2 sales for last 10 month. Total price: 944 ? ,2020-04-22
31,Dzhuliana,Zvarykina,76,7003,DzhulianaZvarykinagmail.com,3.8066E+11,1,3,The unregistered user made sales for price: 7003 ? ,2017-10-23
32,Anna,Troiczyn,70,6853,AnnaTroiczyngmail.com,3.80547E+11,1,2,The registered user made  0 sales for last 9 month. Total price: 6853 ? ,2005-05-21
33,Annaliza,Yakubovich,96,7117,AnnalizaYakubovichgmail.com,3.80648E+11,0,3,The unregistered user made sales for price: 7117 ? ,2012-05-25
34,Ottaviya,Venyukova,41,2307,OttaviyaVenyukovagmail.com,3.80652E+11,0,3,The unregistered user made sales for price: 2307 ? ,2007-07-01
35,Nikolina,Pisareva,65,9285,NikolinaPisarevagmail.com,3.80184E+11,0,2,The registered user made  3 sales for last 10 month. Total price: 9285 ? ,2019-01-25
36,Evelina,Golovnya,88,2816,EvelinaGolovnyagmail.com,3.802E+11,1,2,The registered user made  4 sales for last 6 month. Total price: 2816 ? ,2001-08-10
37,Karla,Arendt,94,4860,KarlaArendtgmail.com,3.80658E+11,1,2,The registered user made  8 sales for last 11 month. Total price: 4860 ? ,2015-02-24
38,Assunta,Belyaeva,46,2189,AssuntaBelyaevagmail.com,3.80162E+11,0,2,The registered user made  10 sales for last 5 month. Total price: 2189 ? ,2019-08-02
39,Daniela,Korolenko,60,5819,DanielaKorolenkogmail.com,3.80698E+11,0,3,The unregistered user made sales for price: 5819 ? ,2006-12-11
40,Korneliya,Kriger,22,849,KorneliyaKrigergmail.com,3.8046E+11,0,2,The registered user made  0 sales for last 11 month. Total price: 849 ? ,2005-08-06
41,Albana,Basargina,73,2306,AlbanaBasarginagmail.com,3.80255E+11,1,3,The unregistered user made sales for price: 2306 ? ,2016-05-10
42,Silvana,Shishmaryova,66,2031,SilvanaShishmaryovagmail.com,3.80311E+11,0,2,The registered user made  2 sales for last 12 month. Total price: 2031 ? ,2009-05-06
43,Lorencza,Kashina,33,2274,LorenczaKashinagmail.com,3.80535E+11,0,2,The registered user made  10 sales for last 2 month. Total price: 2274 ? ,2005-06-28
44,Annunchiata,Kreycz,23,325,AnnunchiataKreyczgmail.com,3.80252E+11,1,2,The registered user made  10 sales for last 12 month. Total price: 325 ? ,2010-02-01
45,Margerita,Moiseeva,26,7768,MargeritaMoiseevagmail.com,3.80592E+11,1,3,The unregistered user made sales for price: 7768 ? ,2009-02-17
46,Ilariya,Czygalskaya,47,954,IlariyaCzygalskayagmail.com,3.80993E+11,1,2,The registered user made  10 sales for last 11 month. Total price: 954 ? ,2011-03-03
47,Flaviya,Kalechiczkaya,27,2450,FlaviyaKalechiczkayagmail.com,3.80577E+11,1,2,The registered user made  6 sales for last 4 month. Total price: 2450 ? ,2020-02-16
48,Benedetta,Galiczkaya,34,2987,BenedettaGaliczkayagmail.com,3.80917E+11,0,2,The registered user made  5 sales for last 5 month. Total price: 2987 ? ,2003-11-19
49,Tereza,Lipkovskaya,52,5251,TerezaLipkovskayagmail.com,3.80274E+11,1,2,The registered user made  10 sales for last 5 month. Total price: 5251 ? ,2015-04-13
50,Marta,Rtishheva,20,5881,MartaRtishhevagmail.com,3.80447E+11,0,2,The registered user made  6 sales for last 5 month. Total price: 5881 ? ,2009-01-24
51,Piers,Pitts,48,4278.8,PiersPitts8gmail.com,3.80727E+11,1,2,The registered user made  0 sales for last 1 month. Total price: 4278.8 ? ,2001-11-11
52,Anthony,Gardner,25,1608.3,AnthonyGardner6gmail.com,3.80139E+11,1,2,The registered user made  9 sales for last 8 month. Total price: 1608.3 ? ,2013-02-20
53,Robert,Lewis,96,3835.6,RobertLewis3gmail.com,3.80788E+11,0,2,The registered user made  1 sales for last 8 month. Total price: 3835.6 ? ,2012-03-23
54,Horatio,Lindsey,40,4019.7,HoratioLindsey5gmail.com,3.80672E+11,1,2,The registered user made  3 sales for last 10 month. Total price: 4019.7 ? ,2007-09-11
55,Jacob,Green,31,2118.2,JacobGreen5gmail.com,3.80125E+11,1,3,The unregistered user made sales for price: 2118.2 ? ,2018-02-14
56,Justin,Barton,54,4111.3,JustinBarton6gmail.com,3.80826E+11,1,3,The unregistered user made sales for price: 4111.3 ? ,2020-03-01
57,Rodger,Cobb,38,1898.8,RodgerCobb2gmail.com,3.80162E+11,1,3,The unregistered user made sales for price: 1898.8 ? ,2014-06-16
58,Steven,Sanders,97,4949.4,StevenSanders2gmail.com,3.80623E+11,1,3,The unregistered user made sales for price: 4949.4 ? ,2000-10-28
59,Malcolm,Rose,20,1612.3,MalcolmRose4gmail.com,3.80195E+11,0,2,The registered user made  4 sales for last 10 month. Total price: 1612.3 ? ,2002-07-18
60,Shawn,Waters,44,8550.2,ShawnWaters5gmail.com,3.80221E+11,1,2,The registered user made  3 sales for last 11 month. Total price: 8550.2 ? ,2008-09-01
61,Joseph,Wilson,80,3452.7,JosephWilson8gmail.com,3.80676E+11,0,3,The unregistered user made sales for price: 3452.7 ? ,2007-03-03
62,Harold,Hodge,90,2888.4,HaroldHodge1gmail.com,3.80912E+11,1,2,The registered user made  6 sales for last 5 month. Total price: 2888.4 ? ,2016-12-26
63,Nicholas,Elliott,29,7580.6,NicholasElliott5gmail.com,3.80966E+11,1,3,The unregistered user made sales for price: 7580.6 ? ,2018-02-01
64,Kenneth,Stevenson,46,8793.2,KennethStevenson5gmail.com,3.80128E+11,0,2,The registered user made  3 sales for last 7 month. Total price: 8793.2 ? ,2015-10-03
65,Julian,Carpenter,40,4128.9,JulianCarpenter2gmail.com,3.80134E+11,0,3,The unregistered user made sales for price: 4128.9 ? ,2006-11-26
66,Winfred,Thompson,36,6155.5,WinfredThompson6gmail.com,3.80731E+11,0,3,The unregistered user made sales for price: 6155.5 ? ,2009-05-10
67,Hilary,Barnett,58,5536.8,HilaryBarnett4gmail.com,3.80679E+11,0,3,The unregistered user made sales for price: 5536.8 ? ,2016-08-18
68,Cecil,McDaniel,53,2423.7,CecilMcDaniel3gmail.com,3.80131E+11,0,3,The unregistered user made sales for price: 2423.7 ? ,2011-01-08
69,Wilfrid,Golden,88,8978.5,WilfridGolden5gmail.com,3.80842E+11,1,2,The registered user made  5 sales for last 10 month. Total price: 8978.5 ? ,2006-06-14
70,David,Alexander,54,3029.3,DavidAlexander9gmail.com,3.80877E+11,1,2,The registered user made  0 sales for last 9 month. Total price: 3029.3 ? ,2014-04-24
71,Jack,Wiggins,17,8536.9,JackWiggins9gmail.com,3.80295E+11,0,3,The unregistered user made sales for price: 8536.9 ? ,2000-02-26
72,Donald,Marshall,32,1658.2,DonaldMarshall3gmail.com,3.80313E+11,0,2,The registered user made  6 sales for last 11 month. Total price: 1658.2 ? ,2006-03-26
73,Martin,McKinney,80,1823.8,MartinMcKinney7gmail.com,3.80574E+11,0,3,The unregistered user made sales for price: 1823.8 ? ,2007-12-04
74,Richard,McDowell,56,8983.5,RichardMcDowell3gmail.com,3.8093E+11,1,2,The registered user made  5 sales for last 3 month. Total price: 8983.5 ? ,2017-06-04
75,Ronald,Hubbard,95,6403.1,RonaldHubbard6gmail.com,3.80836E+11,1,2,The registered user made  2 sales for last 7 month. Total price: 6403.1 ? ,2002-07-08
76,Sydney,Lloyd,66,8339.2,SydneyLloyd2gmail.com,3.80263E+11,1,2,The registered user made  1 sales for last 3 month. Total price: 8339.2 ? ,2008-10-15
77,Joseph,Rogers,88,3876.2,JosephRogers8gmail.com,3.80317E+11,0,2,The registered user made  10 sales for last 12 month. Total price: 3876.2 ? ,2008-05-02
78,Emery,Banks,96,5228.1,EmeryBanks3gmail.com,3.80973E+11,1,2,The registered user made  2 sales for last 6 month. Total price: 5228.1 ? ,2011-09-19
79,Jack,McCarthy,25,7460.6,JackMcCarthy8gmail.com,3.80429E+11,0,2,The registered user made  8 sales for last 12 month. Total price: 7460.6 ? ,2000-11-20
80,Paul,Nelson,87,1153.9,PaulNelson9gmail.com,3.80768E+11,0,2,The registered user made  4 sales for last 6 month. Total price: 1153.9 ? ,2011-03-01
81,Camron,Hart,22,6363.3,CamronHart6gmail.com,3.80339E+11,1,3,The unregistered user made sales for price: 6363.3 ? ,2007-04-19
82,Alfred,Ross,38,1706.8,AlfredRoss3gmail.com,3.80797E+11,1,2,The registered user made  10 sales for last 3 month. Total price: 1706.8 ? ,2011-06-24
83,Esmond,Hardy,70,2206.5,EsmondHardy7gmail.com,3.8025E+11,1,3,The unregistered user made sales for price: 2206.5 ? ,2006-03-06
84,Paul,Jennings,47,4009.3,PaulJennings3gmail.com,3.80818E+11,0,3,The unregistered user made sales for price: 4009.3 ? ,2017-10-01
85,John,Farmer,38,1157.2,JohnFarmer5gmail.com,3.80841E+11,0,3,The unregistered user made sales for price: 1157.2 ? ,2005-06-06
86,Lionel,Neal,78,6599.4,LionelNeal4gmail.com,3.80817E+11,0,3,The unregistered user made sales for price: 6599.4 ? ,2001-09-24
87,Nathan,Wade,89,8951.5,NathanWade7gmail.com,3.80873E+11,1,3,The unregistered user made sales for price: 8951.5 ? ,2015-08-25
88,George,Marsh,100,818.2,GeorgeMarsh4gmail.com,3.80713E+11,1,2,The registered user made  5 sales for last 7 month. Total price: 818.2 ? ,2016-07-15
89,Mark,Conley,67,5695.6,MarkConley9gmail.com,3.80663E+11,1,2,The registered user made  6 sales for last 12 month. Total price: 5695.6 ? ,2008-02-25
90,Joseph,Phelps,53,2270.7,JosephPhelps8gmail.com,3.80853E+11,0,2,The registered user made  10 sales for last 11 month. Total price: 2270.7 ? ,2015-04-02
91,Emory,Owen,82,9463.9,EmoryOwen4gmail.com,3.80779E+11,0,2,The registered user made  4 sales for last 4 month. Total price: 9463.9 ? ,2010-02-23
92,Bryce,West,36,1602.2,BryceWest5gmail.com,3.80445E+11,1,3,The unregistered user made sales for price: 1602.2 ? ,2017-12-03
93,Richard,Jordan,36,7511.7,RichardJordan7gmail.com,3.8016E+11,0,2,The registered user made  6 sales for last 6 month. Total price: 7511.7 ? ,2005-01-04
94,Brian,Bennett,24,6787.8,BrianBennett1gmail.com,3.80827E+11,0,2,The registered user made  7 sales for last 1 month. Total price: 6787.8 ? ,2001-12-14
95,Elvin,Harris,25,4012.4,ElvinHarris3gmail.com,3.80625E+11,1,3,The unregistered user made sales for price: 4012.4 ? ,2013-06-26
96,Eustace,Carter,84,4822.2,EustaceCarter2gmail.com,3.80752E+11,1,2,The registered user made  1 sales for last 12 month. Total price: 4822.2 ? ,2013-02-10
97,Sherman,Payne,25,3722.7,ShermanPayne8gmail.com,3.80616E+11,1,3,The unregistered user made sales for price: 3722.7 ? ,2000-12-14
98,Peregrine,Sharp,33,8203.1,PeregrineSharp1gmail.com,3.80497E+11,0,2,The registered user made  5 sales for last 4 month. Total price: 8203.1 ? ,2005-04-08
99,Derrick,Cross,78,2668.8,DerrickCross4gmail.com,3.80514E+11,0,3,The unregistered user made sales for price: 2668.8 ? ,2020-04-22
100,William,Quinn,82,8845.8,WilliamQuinn2gmail.com,3.80463E+11,0,2,The registered user made  2 sales for last 10 month. Total price: 8845.8 ? ,2016-04-06
101,Katrina,Jackson,23,1571.8,KatrinaJackson3gmail.com,3.80751E+11,1,3,The unregistered user made sales for price: 1571.8 ? ,2010-09-19
102,Colleen,Gregory,63,5680.2,ColleenGregory7gmail.com,3.80934E+11,1,2,The registered user made  0 sales for last 3 month. Total price: 5680.2 ? ,2015-12-24
103,Lily,Reeves,84,2618.6,LilyReeves4gmail.com,3.80356E+11,1,2,The registered user made  0 sales for last 8 month. Total price: 2618.6 ? ,2011-11-12
104,Karen,York,40,2834.6,KarenYork3gmail.com,3.80293E+11,0,2,The registered user made  6 sales for last 9 month. Total price: 2834.6 ? ,2007-08-06
105,Rosemary,Houston,25,2493.8,RosemaryHouston2gmail.com,3.80815E+11,0,3,The unregistered user made sales for price: 2493.8 ? ,2016-09-19
106,Caren,Cole,65,4743.3,CarenCole5gmail.com,3.80518E+11,1,2,The registered user made  5 sales for last 3 month. Total price: 4743.3 ? ,2000-01-11
107,Melina,Patrick,64,4170.7,MelinaPatrick7gmail.com,3.80455E+11,0,2,The registered user made  4 sales for last 9 month. Total price: 4170.7 ? ,2020-11-23
108,Emily,Freeman,79,9422.6,EmilyFreeman4gmail.com,3.80688E+11,1,2,The registered user made  10 sales for last 11 month. Total price: 9422.6 ? ,2008-09-02
109,Kathleen,Harvey,15,3418.1,KathleenHarvey7gmail.com,3.80994E+11,0,3,The unregistered user made sales for price: 3418.1 ? ,2012-07-23
110,Lizbeth,Willis,24,5252.3,LizbethWillis7gmail.com,3.80256E+11,1,2,The registered user made  1 sales for last 12 month. Total price: 5252.3 ? ,2004-11-05
111,Helen,Dorsey,57,8199.3,HelenDorsey1gmail.com,3.80685E+11,1,2,The registered user made  0 sales for last 2 month. Total price: 8199.3 ? ,2018-01-27
112,Estella,Gibson,41,3528.1,EstellaGibson2gmail.com,3.80193E+11,1,3,The unregistered user made sales for price: 3528.1 ? ,2005-02-16
113,Catherine,Norman,84,8719.2,CatherineNorman9gmail.com,3.80855E+11,0,3,The unregistered user made sales for price: 8719.2 ? ,2018-08-12
114,Adela,Hodges,46,4720.5,AdelaHodges8gmail.com,3.80494E+11,1,2,The registered user made  9 sales for last 8 month. Total price: 4720.5 ? ,2004-07-11
115,Claribel,Joseph,78,6478.6,ClaribelJoseph2gmail.com,3.80181E+11,1,2,The registered user made  2 sales for last 7 month. Total price: 6478.6 ? ,2018-06-15
116,Jane,Jefferson,61,5845.5,JaneJefferson4gmail.com,3.80669E+11,0,3,The unregistered user made sales for price: 5845.5 ? ,2013-03-10
117,Margaret,Connor,92,6601.4,MargaretConnor9gmail.com,3.80165E+11,1,2,The registered user made  2 sales for last 4 month. Total price: 6601.4 ? ,2020-02-01
118,Ruth?,Shelton,52,3719.6,Ruth?Shelton1gmail.com,3.80919E+11,0,3,The unregistered user made sales for price: 3719.6 ? ,2015-09-04
119,Jane,Jones,67,5137.5,JaneJones8gmail.com,3.80737E+11,1,2,The registered user made  8 sales for last 4 month. Total price: 5137.5 ? ,2009-10-02
120,Ada,Chase,34,2609.9,AdaChase5gmail.com,3.8053E+11,0,2,The registered user made  7 sales for last 8 month. Total price: 2609.9 ? ,2009-02-03
121,Sibyl,Russell,20,7654.6,SibylRussell1gmail.com,3.80625E+11,1,3,The unregistered user made sales for price: 7654.6 ? ,2018-09-10
122,Katherine,Ellis,20,5456.6,KatherineEllis4gmail.com,3.80433E+11,0,2,The registered user made  1 sales for last 9 month. Total price: 5456.6 ? ,2018-04-24
123,Annabel,Snow,45,3235.1,AnnabelSnow7gmail.com,3.80819E+11,1,2,The registered user made  8 sales for last 3 month. Total price: 3235.1 ? ,2019-09-13
124,Thomasine,Oliver,58,2865.7,ThomasineOliver8gmail.com,3.809E+11,1,3,The unregistered user made sales for price: 2865.7 ? ,2003-01-16
125,Iris,Woods,35,831.7,IrisWoods1gmail.com,3.80546E+11,1,2,The registered user made  6 sales for last 10 month. Total price: 831.7 ? ,2010-09-28
126,Lorin,Andrews,76,1015.4,LorinAndrews4gmail.com,3.80685E+11,1,2,The registered user made  0 sales for last 2 month. Total price: 1015.4 ? ,2018-11-19
127,Daisy,Dixon,41,5859.7,DaisyDixon8gmail.com,3.80319E+11,1,3,The unregistered user made sales for price: 5859.7 ? ,2008-02-07
128,Mary,Stewart,29,1310.6,MaryStewart5gmail.com,3.80796E+11,0,2,The registered user made  3 sales for last 9 month. Total price: 1310.6 ? ,2009-03-12
129,Mercy,Cunningham,62,5949.4,MercyCunningham6gmail.com,3.80419E+11,0,2,The registered user made  8 sales for last 6 month. Total price: 5949.4 ? ,2001-02-17
130,Phyllis,Stafford,70,2574.2,PhyllisStafford2gmail.com,3.80284E+11,0,2,The registered user made  10 sales for last 4 month. Total price: 2574.2 ? ,2011-07-14
131,Emma,Miles,64,8951.2,EmmaMiles2gmail.com,3.80633E+11,0,3,The unregistered user made sales for price: 8951.2 ? ,2008-05-14
132,Helen,Dennis,52,7747.4,HelenDennis5gmail.com,3.80592E+11,1,2,The registered user made  3 sales for last 9 month. Total price: 7747.4 ? ,2020-09-17
133,Anabel,Stokes,84,6513.6,AnabelStokes1gmail.com,3.80288E+11,1,3,The unregistered user made sales for price: 6513.6 ? ,2008-03-25
134,Patricia,Peters,24,3117.6,PatriciaPeters1gmail.com,3.80819E+11,0,3,The unregistered user made sales for price: 3117.6 ? ,2002-01-15
135,Georgia,Strickland,17,9058.5,GeorgiaStrickland4gmail.com,3.80275E+11,0,2,The registered user made  1 sales for last 2 month. Total price: 9058.5 ? ,2010-07-09
136,Donna,Stephens,62,6351.6,DonnaStephens2gmail.com,3.80528E+11,1,3,The unregistered user made sales for price: 6351.6 ? ,2006-07-14
137,Margaret,Copeland,64,3759.5,MargaretCopeland4gmail.com,3.80844E+11,0,2,The registered user made  2 sales for last 1 month. Total price: 3759.5 ? ,2000-05-11
138,Naomi,Murphy,20,4232.6,NaomiMurphy5gmail.com,3.80236E+11,1,3,The unregistered user made sales for price: 4232.6 ? ,2018-10-10
139,Gwen,Price,93,4147.9,GwenPrice6gmail.com,3.80515E+11,1,2,The registered user made  0 sales for last 10 month. Total price: 4147.9 ? ,2010-04-10
140,Regina,Owens,40,2917.8,ReginaOwens5gmail.com,3.80373E+11,1,3,The unregistered user made sales for price: 2917.8 ? ,2001-05-22
141,Dayna,Phillips,34,3797.1,DaynaPhillips4gmail.com,3.80773E+11,1,2,The registered user made  10 sales for last 3 month. Total price: 3797.1 ? ,2014-10-27
142,Margaret,Boone,96,3435.1,MargaretBoone5gmail.com,3.80732E+11,0,2,The registered user made  1 sales for last 11 month. Total price: 3435.1 ? ,2007-01-16
143,Posy,Wilkerson,42,4506.5,PosyWilkerson3gmail.com,3.80249E+11,1,2,The registered user made  4 sales for last 9 month. Total price: 4506.5 ? ,2013-01-01
144,Eunice,Berry,96,3233.1,EuniceBerry5gmail.com,3.80972E+11,0,2,The registered user made  4 sales for last 2 month. Total price: 3233.1 ? ,2007-10-23
145,Sharon,Morrison,44,3540.7,SharonMorrison9gmail.com,3.80824E+11,1,3,The unregistered user made sales for price: 3540.7 ? ,2020-01-09
146,Olivia,Hicks,36,4737.4,OliviaHicks9gmail.com,3.80149E+11,0,3,The unregistered user made sales for price: 4737.4 ? ,2020-05-20
147,Bethanie,Porter,81,4595.8,BethaniePorter5gmail.com,3.80537E+11,1,2,The registered user made  9 sales for last 9 month. Total price: 4595.8 ? ,2000-12-03
148,Georgina,Stanley,22,777.1,GeorginaStanley5gmail.com,3.80622E+11,1,3,The unregistered user made sales for price: 777.1 ? ,2009-06-05
149,Virginia,Hensley,35,7308.3,VirginiaHensley5gmail.com,3.80428E+11,1,2,The registered user made  4 sales for last 8 month. Total price: 7308.3 ? ,2018-09-23
150,Cecilia,Douglas,50,6430.8,CeciliaDouglas7gmail.com,3.80514E+11,1,3,The unregistered user made sales for price: 6430.8 ? ,2020-11-09
151,Harry,Chandler,67,3095.7,HarryChandler4gmail.com,3.80818E+11,0,3,The unregistered user made sales for price: 3095.7 ? ,2008-10-01
152,Ronald,May,60,7149.7,RonaldMay2gmail.com,3.8088E+11,0,2,The registered user made  2 sales for last 2 month. Total price: 7149.7 ? ,2006-09-17
153,Robert,Bailey,17,3042.4,RobertBailey9gmail.com,3.80394E+11,1,2,The registered user made  9 sales for last 7 month. Total price: 3042.4 ? ,2007-09-08
154,Paul,Campbell,76,7809.8,PaulCampbell2gmail.com,3.80323E+11,1,2,The registered user made  3 sales for last 1 month. Total price: 7809.8 ? ,2012-06-15
155,Trevor,Palmer,61,896.6,TrevorPalmer7gmail.com,3.80195E+11,1,3,The unregistered user made sales for price: 896.6 ? ,2015-09-21
156,Donald,Small,67,6685.3,DonaldSmall3gmail.com,3.80713E+11,1,2,The registered user made  8 sales for last 2 month. Total price: 6685.3 ? ,2016-11-09
157,Charles,Morton,18,8945.8,CharlesMorton9gmail.com,3.80494E+11,1,3,The unregistered user made sales for price: 8945.8 ? ,2002-04-13
158,Henry,Norton,37,9022.5,HenryNorton4gmail.com,3.80266E+11,0,2,The registered user made  0 sales for last 8 month. Total price: 9022.5 ? ,2000-07-14
159,Peter,Mosley,93,6792.5,PeterMosley6gmail.com,3.80597E+11,0,3,The unregistered user made sales for price: 6792.5 ? ,2008-01-03
160,Randell,Maxwell,52,5117.8,RandellMaxwell2gmail.com,3.80692E+11,0,3,The unregistered user made sales for price: 5117.8 ? ,2000-11-08
161,Edgar,Baldwin,92,812.4,EdgarBaldwin5gmail.com,3.80655E+11,1,2,The registered user made  4 sales for last 7 month. Total price: 812.4 ? ,2016-10-14
162,Albert,Reed,22,5421.7,AlbertReed7gmail.com,3.80334E+11,0,2,The registered user made  3 sales for last 12 month. Total price: 5421.7 ? ,2007-06-07
163,Buck,Thomas,99,5977.8,BuckThomas4gmail.com,3.8049E+11,0,2,The registered user made  4 sales for last 2 month. Total price: 5977.8 ? ,2002-01-22
164,Simon,Powell,62,4079.6,SimonPowell7gmail.com,3.80312E+11,1,2,The registered user made  0 sales for last 12 month. Total price: 4079.6 ? ,2013-04-16
165,Clinton,Poole,97,1458.2,ClintonPoole7gmail.com,3.80345E+11,0,2,The registered user made  0 sales for last 6 month. Total price: 1458.2 ? ,2008-09-19
166,Domenic,Webster,57,4944.6,DomenicWebster1gmail.com,3.80187E+11,1,3,The unregistered user made sales for price: 4944.6 ? ,2000-08-26
167,Robert,Roberts,48,3473.7,RobertRoberts4gmail.com,3.80566E+11,1,3,The unregistered user made sales for price: 3473.7 ? ,2010-06-02
168,Camron,Whitehead,27,3920.4,CamronWhitehead9gmail.com,3.80475E+11,0,3,The unregistered user made sales for price: 3920.4 ? ,2017-11-10
169,Samson,Curtis,98,8791.5,SamsonCurtis4gmail.com,3.80635E+11,0,2,The registered user made  1 sales for last 12 month. Total price: 8791.5 ? ,2017-01-22
170,Jack,Pope,15,981.2,JackPope6gmail.com,3.80825E+11,0,3,The unregistered user made sales for price: 981.2 ? ,2018-12-21
171,Shannon,Mitchell,61,918.2,ShannonMitchell9gmail.com,3.80291E+11,1,3,The unregistered user made sales for price: 918.2 ? ,2011-12-23
172,Steven,Mills,37,1017.1,StevenMills9gmail.com,3.80942E+11,1,3,The unregistered user made sales for price: 1017.1 ? ,2017-04-12
173,Morris,Morris,71,5215.8,MorrisMorris3gmail.com,3.80147E+11,0,2,The registered user made  7 sales for last 10 month. Total price: 5215.8 ? ,2013-12-18
174,Alan,Daniel,90,8263.5,AlanDaniel4gmail.com,3.80192E+11,1,2,The registered user made  7 sales for last 1 month. Total price: 8263.5 ? ,2011-08-03
175,Peter,Fox,23,9422.6,PeterFox9gmail.com,3.80133E+11,0,3,The unregistered user made sales for price: 9422.6 ? ,2004-09-03
176,Blake,Potter,21,946.6,BlakePotter6gmail.com,3.80182E+11,0,2,The registered user made  5 sales for last 2 month. Total price: 946.6 ? ,2010-06-25
